"Timestamp","What is your cat's name?","What are your cat's weird behaviors? Check all that apply.","What size is your cat?","What is your cat's sex?","How old is your cat?","Which of these best describes your cat?","What kind of fur does your cat have?"
"2017/03/03 3:55:44 PM PST","Kesey","Paws at closed doors;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Prefers men;Deliberately knocks things over;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Female","2-5 years","Indoors only","Long"
"2017/03/03 3:55:45 PM PST","","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Hides under sheets when making bed;Prefers men;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","THICC","Male","5-10 years","Indoors only","Short"
"2017/03/03 3:55:46 PM PST","Squeak","Hides under sheets when making bed;Attacks toes","Medium","Male","0-6 months","Indoors + roams free outdoors","Short"
"2017/03/03 3:55:58 PM PST","Pandora","Sleeps or sits in contorted positions;Drools when happy;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Female","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 3:56:03 PM PST","Lunar aka Little Man, Mummy's baby boy","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","smol","Male","0-6 months","Indoors only","Short"
"2017/03/03 3:56:20 PM PST","Lotus","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Loves computer keyboards;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Medium","Female","2-5 years","Indoors only","Long"
"2017/03/03 3:56:37 PM PST","Hagrid","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Hides under sheets when making bed","Lorge","Male","5-10 years","Indoors only","Long"
"2017/03/03 3:56:44 PM PST","Bindy","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves specific, non-meat foods (e.g. crackers, bananas);Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Medium","Female","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 3:56:50 PM PST","Pywakkit","Loves boxes;Sprints suddenly and without reason","Lorge","Female","5-10 years","Outdoors only","Short"
"2017/03/03 3:57:04 PM PST","Ginger","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Freaks out about food even when there is plenty in bowl","Medium","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 3:57:14 PM PST","Harriet","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Stares intensely at the wall;Stands on hind legs","smol","Female","2-5 years","Indoors only","Long"
"2017/03/03 3:57:28 PM PST","Solomon","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason","Medium","Male","2-5 years","Indoors only","Short"
"2017/03/03 3:57:34 PM PST","Rufus","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","1-2 years","Indoors only","Long"
"2017/03/03 3:57:35 PM PST","Lola","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet","smol","Female","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/03 3:57:37 PM PST","Rupert","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Medium","Male","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/03 3:57:49 PM PST","Bastet","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Stares intensely at the wall","Medium","Female","1-2 years","Indoors only","Short"
"2017/03/03 3:57:57 PM PST","Jasper","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Male","2-5 years","Indoors only","Long"
"2017/03/03 3:58:06 PM PST","Cindy","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Prefers men;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","smol","Female","2-5 years","Indoors + backyard","Short"
"2017/03/03 3:58:10 PM PST","Bear","Sets belly rub traps;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Medium","Female","2-5 years","Indoors only","Long"
"2017/03/03 3:58:10 PM PST","Nika","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Male","1-2 years","Indoors only","Short"
"2017/03/03 3:58:12 PM PST","Lucy","Paws at closed doors;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Lorge","Female","5-10 years","Indoors only","Long"
"2017/03/03 3:58:29 PM PST","Chloe","Kneads / makes muffins / makes biscuits;Loves boxes;Drools when happy;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","THICC","Female","5-10 years","Indoors + roams free outdoors","Long"
"2017/03/03 3:58:43 PM PST","George","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Drinks from faucet","Lorge","Male","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/03 3:58:54 PM PST","hermione ","Paws at closed doors;Rubs self on corners;Sleeps or sits in contorted positions;Freaks out about food even when there is plenty in bowl","Medium","Female","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/03 3:58:59 PM PST","Tux","Paws at closed doors;Rubs self on corners;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","THICC","Male","5-10 years","Indoors only","Long"
"2017/03/03 3:59:09 PM PST","Thor","Kneads / makes muffins / makes biscuits;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes","smol","Male","0-6 months","Indoors only","Short"
"2017/03/03 3:59:21 PM PST","Darcy","Paws at closed doors;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Deliberately knocks things over;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","smol","Male","6-12 months","Indoors only","Long"
"2017/03/03 3:59:25 PM PST","Ty","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Medium","Female","2-5 years","Outdoors only","Short"
"2017/03/03 3:59:27 PM PST","Khaleesi","Paws at closed doors;Rubs self on corners;Loves boxes;Drools when happy","Medium","Female","2-5 years","Indoors only","Long"
"2017/03/03 3:59:33 PM PST","","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Drinks from faucet;Freaks out about food even when there is plenty in bowl","THICC","Male","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 4:00:04 PM PST","Dex","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Stares intensely at the wall","Medium","Male","2-5 years","Indoors only","Long"
"2017/03/03 4:00:05 PM PST","Muddie ","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Loves computer keyboards;Freaks out about food even when there is plenty in bowl","Medium","Female","10+ years","Indoors + backyard","Long"
"2017/03/03 4:00:09 PM PST","Molly","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Deliberately knocks things over;Freaks out about food even when there is plenty in bowl","smol","Female","1-2 years","Outdoors only","Short"
"2017/03/03 4:00:23 PM PST","","Paws at closed doors;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Attacks toes;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet","smol","Male","6-12 months","Indoors + roams free outdoors","Short"
"2017/03/03 4:00:29 PM PST","Marley","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Prefers men;Attacks toes;Stares intensely at the wall;Drinks from faucet","Medium","Female","2-5 years","Indoors only","Long"
"2017/03/03 4:00:29 PM PST","Cici","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Hides under sheets when making bed;Loves computer keyboards;Drinks from faucet","Medium","Female","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 4:00:43 PM PST","Indi","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Hides under sheets when making bed;Attacks toes;Drinks from faucet;Freaks out about food even when there is plenty in bowl","Medium","Male","10+ years","Indoors + backyard","Short"
"2017/03/03 4:00:49 PM PST","Bella","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Deliberately knocks things over;Loves computer keyboards;Drinks from faucet","Medium","Female","2-5 years","Indoors only","Long"
"2017/03/03 4:01:10 PM PST","Louie","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","THICC","Male","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/03 4:01:29 PM PST","Mika","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Stares intensely at the wall;Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 4:01:39 PM PST","Toki","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Stands on hind legs","Lorge","Male","1-2 years","Indoors + roams free outdoors","Long"
"2017/03/03 4:02:10 PM PST","Peanut","Kneads / makes muffins / makes biscuits;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves computer keyboards;Drinks from faucet","Lorge","Female","1-2 years","Indoors + backyard","Long"
"2017/03/03 4:02:46 PM PST","Tiger","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Medium","Male","5-10 years","Indoors + roams free outdoors","Long"
